"ID","sample","City","Treatment","Dilution","Packaging","Packaging_samples","Lean","Blinded_Store","Store","Raw_paired_reads","QC_filtered_reads","nonhost_filtered_reads","amrplusplus_counts","Samdedup_amrplusplus_counts","deduped_SNP_confirmed_counts","resistome_raw_mapped_reads","resistome_CSS_counts","AMR_class_Richness","AMR_class_Shannon","AMR_mech_Richness","AMR_mech_Shannon","Level","Value"
"35","FC.133A1in2_concatenated","FC_133","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",92,"Store1","KingSoopers",15200330,14620247,27615,10148,5355,6833,6833,77647.7272727274,8,0.273814637617989,15,0.302584528787754,"Group",1.13824548604778
"36","FC.133A1in2_concatenated","FC_133","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",92,"Store1","KingSoopers",15200330,14620247,27615,10148,5355,6833,6833,77647.7272727274,8,0.273814637617989,15,0.302584528787754,"Gene",8.26622516556291
"37","FC.133A_concatenated","FC_133","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",92,"Store1","KingSoopers",41617299,39968343,65852,498,446,628,628,25120.0000000001,7,0.393541589131304,9,0.422363576663134,"Class",1.16894549541113
"38","FC.133A_concatenated","FC_133","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",92,"Store1","KingSoopers",41617299,39968343,65852,498,446,628,628,25120.0000000001,7,0.393541589131304,9,0.422363576663134,"Mechanism",1.13783044667274
"39","FC.133A_concatenated","FC_133","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",92,"Store1","KingSoopers",41617299,39968343,65852,498,446,628,628,25120.0000000001,7,0.393541589131304,9,0.422363576663134,"Group",1.10872268608989
"40","FC.133A_concatenated","FC_133","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",92,"Store1","KingSoopers",41617299,39968343,65852,498,446,628,628,25120.0000000001,7,0.393541589131304,9,0.422363576663134,"Gene",4.1468438538206
"41","FC.134A1in2_concatenated","FC_134","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",80,"Store1","KingSoopers",34804270,33470715,52034,878,730,1161,1161,37451.6129032259,7,0.350399532407983,12,0.395016871006227,"Class",1.16676014208263
"42","FC.134A1in2_concatenated","FC_134","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",80,"Store1","KingSoopers",34804270,33470715,52034,878,730,1161,1161,37451.6129032259,7,0.350399532407983,12,0.395016871006227,"Mechanism",1.26566619346988
"43","FC.134A1in2_concatenated","FC_134","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",80,"Store1","KingSoopers",34804270,33470715,52034,878,730,1161,1161,37451.6129032259,7,0.350399532407983,12,0.395016871006227,"Group",1.92208192177395
"44","FC.134A1in2_concatenated","FC_134","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",80,"Store1","KingSoopers",34804270,33470715,52034,878,730,1161,1161,37451.6129032259,7,0.350399532407983,12,0.395016871006227,"Gene",8.58459422283356
"45","FC.134A_concatenated","FC_134","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",80,"Store1","KingSoopers",46514396,44608097,37377,634,582,984,984,28114.2857142858,8,0.43420470767573,14,0.523506576155261,"Class",1.10793538079176
"46","FC.134A_concatenated","FC_134","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",80,"Store1","KingSoopers",46514396,44608097,37377,634,582,984,984,28114.2857142858,8,0.43420470767573,14,0.523506576155261,"Mechanism",1.23510785671878
"47","FC.134A_concatenated","FC_134","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",80,"Store1","KingSoopers",46514396,44608097,37377,634,582,984,984,28114.2857142858,8,0.43420470767573,14,0.523506576155261,"Group",2.63000421407501
"48","FC.134A_concatenated","FC_134","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",80,"Store1","KingSoopers",46514396,44608097,37377,634,582,984,984,28114.2857142858,8,0.43420470767573,14,0.523506576155261,"Gene",9.73634945397816
"49","FC.142A1in2_concatenated","FC_142","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",93,"Store3","Safeway",41672381,40236202,81513,1097,909,1342,1342,40666.6666666668,7,0.174803344609661,11,0.221355326626818,"Class",1.10832889362458
"50","FC.142A1in2_concatenated","FC_142","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",93,"Store3","Safeway",41672381,40236202,81513,1097,909,1342,1342,40666.6666666668,7,0.174803344609661,11,0.221355326626818,"Mechanism",1.05226774574271
"51","FC.142A1in2_concatenated","FC_142","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",93,"Store3","Safeway",41672381,40236202,81513,1097,909,1342,1342,40666.6666666668,7,0.174803344609661,11,0.221355326626818,"Group",1.61725835708733
"52","FC.142A1in2_concatenated","FC_142","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",93,"Store3","Safeway",41672381,40236202,81513,1097,909,1342,1342,40666.6666666668,7,0.174803344609661,11,0.221355326626818,"Gene",5.68915223336372
"53","FC.142A_concatenated","FC_142","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",93,"Store3","Safeway",34983723,33538488,78496,5346,3793,5303,5302,106040,7,0.143629284877859,13,0.191136763445766,"Class",1.02563681183237
"54","FC.142A_concatenated","FC_142","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",93,"Store3","Safeway",34983723,33538488,78496,5346,3793,5303,5302,106040,7,0.143629284877859,13,0.191136763445766,"Mechanism",1.13741570985967
"55","FC.142A_concatenated","FC_142","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",93,"Store3","Safeway",34983723,33538488,78496,5346,3793,5303,5302,106040,7,0.143629284877859,13,0.191136763445766,"Group",1.57960010124019
"56","FC.142A_concatenated","FC_142","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",93,"Store3","Safeway",34983723,33538488,78496,5346,3793,5303,5302,106040,7,0.143629284877859,13,0.191136763445766,"Gene",7.58323207776428
