"Genus","FC_112","FC_113","FC_122","FC_123","FC_133","FC_134","FC_142","FC_143","FC_161","FC_162","FC_172","FC_177","FC_181","FC_186","FC_195","FC_199"
"Anaeromyxobacter",5.90017541062032,0,0,4.08246580934885,0,0,0,0,0,0,0,6.5922920892495,0,0,10.1522842639594,0
"Limnobacter",0,0,0,3.67421922841396,0,0,0,0,0,0,0,0,0,0,0,0
"Flexispira",0,0,0,1.63298632373954,0,0,0,0,0,0,0,0,0,0,0,0
"Micrococcus",0,0,0,3.47009593794652,0,0,0,13.1386861313869,0,4.49842555105713,0,6.08519269776877,0,4.57585357268568,0,3.06044376434583
"Coprobacillus",0,0,0,1.02061645233721,0,0,0,0,0,0,0,0,0,0,0,5.35577658760521
"Dyella",105.724764790305,125.933831376734,36.6972477064221,33.8844662175954,0,15.2671755725191,0,0,0,87.2694556905084,0,3.04259634888438,0,82.7173530447026,0,10.7115531752104
"Steroidobacter",9.56785201722214,10.6723585912487,0,34.2927127985303,0,0,0,0,0,30.5892937471885,22.5872689938399,0,0,6.33579725448786,0,12.2417750573833
"Rhodanobacter",30.2981980545368,28.9932408395589,19.6592398427261,18.1669728516024,0,0,0,0,0,26.9905533063428,0,0,0,18.3034142907427,0,0
"Enterococcus",0,0,0,35.1092059604001,0,0,0,116.788321167883,528.511821974966,116.959064327485,363.449691991787,460.953346855984,1521.19527449618,321.365716297079,1189.50930626058,0
"Dechloromonas",1.43517780258332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR-59",0,0,9.17431192660552,0,0,0,0,0,0,0,0,0,0,0,0,5.35577658760521
"[Eubacterium]",0.956785201722213,0,3.93184796854522,1.22473974280465,0,0,0,0,0,1.79937022042285,0,3.04259634888438,0,1.05596620908131,0,0
"Lautropia",0,0,0,3.26597264747908,0,0,0,0,0,0,0,0,0,0,0,0
"Turicibacter",5.90017541062032,0,19.6592398427261,35.517452541335,29.7450424929179,35.6234096692112,18.1543116490167,32.1167883211679,40.3337969401948,26.5407107512371,55.4414784394252,10.1419878296146,5.55941626129257,5.27983104540655,13.5363790186125,0
"Hymenobacter",6.37856801148142,6.75916044112416,0,0,0,0,0,0,0,2.24921277552857,0,0,0,3.51988736360437,0,0
"[Clostridium]",0,0,0,0,0,0,0,0,27.8164116828929,9.44669365721998,16.4271047227926,20.7910750507099,25.7123002084781,9.85568461809222,25.3807106598985,0
"Candidatus Jettenia",0,0.355745286374956,0,1.22473974280465,0,0,6.05143721633889,10.2189781021898,0,0,0,0,0,0,0,0
"Cellvibrio",0,0,3.93184796854522,3.87834251888141,0,0,0,0,0,0,0,4.05679513184584,0,0,0,0
"Mycoplana",2.07303460373146,1.24510850231234,0,1.83710961420698,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospira",3.34874820602775,3.02383493418712,0,7.55256174729537,0,0,0,0,0,0,0,55.7809330628804,5.55941626129257,0,0,0
"YRC22",0,0,0,0,4.24929178470256,0,0,0,0,0,0,0,0,0,0,0
"Brevibacillus",1.91357040344443,0,0,1.83710961420698,0,0,0,0,0,0,0,0,0,2.11193241816262,0,0
"Chryseomicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8324407039021
"Butyricicoccus",0,0,0,2.44947948560931,0,0,0,0,0,0,0,2.53549695740365,0,0,0,0
"Nocardia",0,0,0,1.02061645233721,0,0,0,0,0,0,0,0,0,0,0,0
"Dorea",0,1.24510850231234,0,3.06184935701164,0,0,0,0,0,1.79937022042285,0,0,0,0,0,0
"Cenarchaeum",0,0,0,1.83710961420698,0,0,0,0,0,0,0,0,0,0,0,0
"Bulleidia",0,0,0,1.83710961420698,0,0,0,0,0,0,0,0,0,1.05596620908131,0,0
"Fimbriimonas",1.91357040344443,6.75916044112416,0,3.67421922841396,0,0,0,5.83941605839417,0,3.14889788573999,0,0,0,2.11193241816262,0,0
"Alloscardovia",0,0,0,0,0,0,0,0,0,0,0,25.3549695740365,0,0,0,0
"Streptococcus",4.14606920746292,4.44681607968695,17.038007863696,18.3710961420698,637.393767705383,374.045801526718,618.759455370651,407.299270072993,34.7705146036162,9.89653621232569,24.640657084189,1019.26977687627,85.4760250173732,16.5434706089405,170.896785109983,32.8997704667177
"Kribbella",13.394992824111,14.2298114549982,0,5.91957542355583,0,0,0,0,0,11.6959064327485,0,4.56389452332657,0,7.03977472720873,0,3.82555470543229
"Desulfococcus",0,0,0,0,7.08215297450426,0,0,0,0,0,0,0,0,0,0,0
"Sphingobacterium",0,1.06723585912487,0,2.24535619514187,0,0,0,0,0,0,0,0,0,0,0,5.35577658760521
"Gardnerella",3.18928400574071,0,0,2.65360277607675,0,0,0,0,0,0,0,15.2129817444219,0,3.16789862724393,0,0
"Brachymonas",1.11624940200925,0,0,1.4288630332721,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingobium",0,0,0,7.96080832823025,0,0,0,0,0,0,0,0,0,0,0,0
"Phascolarctobacterium",0.478392600861107,0.889363215937389,0,3.47009593794652,11.3314447592068,11.4503816793893,0,0,0,0,0,12.6774847870183,0,0,0,0
"Butyricimonas",0,0,0,0.204123290467442,0,0,0,0,0,0,0,0,0,0,0,3.06044376434583
"Oribacterium",0,0,0,0,8.49858356940511,0,0,0,0,0,0,8.62068965517242,0,0,0,0
"Hydrogenophaga",0,0,0,11.8391508471117,0,0,0,0,19.4714881780251,0,24.640657084189,8.62068965517242,0,0,0,0
"Woodsholea",0.956785201722213,0,0,13.4721371708512,0,0,0,5.83941605839417,0,10.3463787674314,16.4271047227926,2.53549695740365,0,0,0,0
"Rhodoferax",2.39196300430553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Demequina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82555470543229
"Actinomyces",3.66767660660182,0,0,0,38.243626062323,15.2671755725191,36.3086232980333,21.8978102189781,0,0,0,176.977687626775,0,4.22386483632524,0,0
"Microlunatus",4.9433902088981,7.29277837068659,0,3.26597264747908,0,0,0,0,0,0,0,0,0,0,0,0
"Wolinella",0,0,0,0,0,0,0,0,0,0,0,0,0,0.703977472720873,0,0
"Planifilum",0,0,0,5.10308226168606,0,0,0,0,0,0,12.3203285420945,1.52129817444219,0,0,0,0
"Luteolibacter",0,0,0,0,0,0,0,5.83941605839417,0,0,0,1.01419878296146,0,0,0,0
"Neisseria",1.75410620315739,1.24510850231234,0,14.0845070422535,0,0,0,0,0,0,0,5.0709939148073,0,0,0,0
"Nitrospira",6.05963961090735,9.78299537531128,14.4167758846658,6.7360685854256,0,0,0,0,0,4.49842555105713,0,6.5922920892495,0,4.22386483632524,0,6.88599846977812
"Butyrivibrio",0,0,0,1.63298632373954,0,0,0,0,0,0,0,0,4.16956219596943,1.75994368180218,0,0
"Arenimonas",0,0,0,17.7587262706675,0,0,0,0,0,10.3463787674314,0,0,0,0,0,0
"Ktedonobacter",0,0,0,1.4288630332721,0,0,0,0,0,0,0,0,0,0,0,0
"Luteococcus",0,0,0,0,5.66572237960341,0,0,0,0,0,0,0,0,0,0,0
"Mycobacterium",22.324988040185,40.3770900035575,7.86369593709044,6.7360685854256,0,0,0,0,0,8.54700854700855,0,13.6916835699797,11.1188325225851,22.5272791270679,18.6125211505923,0
"Sphingosinicella",0,0,0,0.81649316186977,0,0,0,0,0,0,0,0,0,0,0,0
"Geodermatophilus",13.0760644235369,3.37958022056208,0,0,0,0,0,0,0,8.54700854700855,0,0,0,0,0,0
"Methylibium",3.34874820602775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cloacibacterium",0,1.06723585912487,0,0,8.49858356940511,0,0,0,0,0,0,3.04259634888438,6.25434329395414,2.81590989088349,0,23.7184391736802
"Blastococcus",3.18928400574071,0,0,1.02061645233721,0,0,6.05143721633889,0,0,0,0,0,0,4.57585357268568,0,0
"Salinibacterium",0,0,0,6.94019187589304,0,0,0,0,0,0,0,0,10.4239054899236,0,0,0
"Chryseobacterium",5.42178280975921,3.37958022056208,0,8.77730149010002,127.478753541077,0,0,0,0,0,0,0,0,0,0,4.59066564651875
"Edaphobacter",21.5276670387498,22.9455709711846,0,10.0020412329047,0,0,0,0,0,17.9937022042285,0,0,0,28.1590989088349,32.1489001692048,9.1813312930375
"Sporosarcina",21.2087386381757,25.7915332621843,0,12.0432741375791,0,26.7175572519084,0,7.29927007299271,0,13.9451192082771,0,0,0,17.9514255543823,0,0
"Nonomuraea",1.43517780258332,2.31234436143721,0,3.06184935701164,0,0,0,0,0,0,0,0,0,0,0,0
"Mycetocola",0,0,0,1.63298632373954,0,0,0,0,0,0,0,0,0,0,0,0
"4-29",0,0,0,0,0,0,0,0,0,0.899685110211426,0,0,0,0,0,0
"Euzebya",0,0,0,1.4288630332721,0,0,4.53857791225417,0,0,0,0,3.54969574036511,0,0,0,0
"Alloiococcus",0,0,0,0,0,7.63358778625955,7.56429652042361,8.75912408759126,0,0,0,0,0,0,0,0
"Kocuria",0,0,0,0,0,0,0,0,0,0,0,5.0709939148073,0,0,0,0
"Desulfotalea",0,0,0,0,0,0,0,11.6788321167883,0,0,0,0,0,0,0,0
"Thermicanus",0,0,0,0,0,0,0,0,0,0,0,3.54969574036511,9.728978457262,2.46392115452306,10.1522842639594,7.65110941086458
"Anaerolinea",0,0,0,3.06184935701164,0,0,0,0,0,0,0,0,0,0,0,0
"Beijerinckia",3.66767660660182,3.55745286374956,0,0,0,0,0,0,0,0,0,7.60649087221096,29.8818624044476,11.263639563534,11.844331641286,0
"Planctomyces",0.637856801148142,0.533617929562433,0,1.22473974280465,0,0,0,0,0,0,0,2.53549695740365,0,0,0,0
"Parabacteroides",1.59464200287036,0,0,10.614411104307,0,0,0,0,0,2.69905533063428,0,3.04259634888438,0,0,0,6.12088752869166
"Phaeospirillum",0,0,2.62123197903015,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraprevotella",0,0,0,0.408246580934885,0,0,0,0,0,0,0,1.52129817444219,0,0,0,0
"Catellatospora",0,0,0,1.83710961420698,0,0,0,0,0,0,0,0,0,0,0,0
"BD2-6",0,0,0,0.612369871402327,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodopila",7.97321001435178,3.2017075773746,0,3.8783425188814,0,0,0,0,0,3.59874044084571,0,0,0,10.5596620908131,0,0
"Afipia",3.50821240631478,9.24937744574884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nitrosopumilus",0,0,5.24246395806029,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carnobacterium",98.708339977675,98.8971896122377,773.263433813894,108.797713819147,1113.31444759207,9399.4910941476,1505.2950075643,748.905109489052,175.243393602226,31.9388214125056,529.774127310063,52.738336713996,298.818624044476,47.5184794086589,307.952622673435,20.6579954093344
"Filomicrobium",0,0,0,1.63298632373954,0,0,0,0,0,0,0,0,0,0,0,0
"Brachybacterium",1.43517780258332,0,0,0,0,0,0,7.29927007299271,0,0,0,0,0,1.75994368180218,0,0
"Spirosoma",0,0.355745286374956,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53022188217292
"Pontibacter",0,3.02383493418712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arsenophonus",0,0,0,3.26597264747908,0,0,0,13.1386861313869,0,0,0,0,0,0,0,0
"Peptostreptococcus",0,0,0,1.83710961420698,0,0,0,0,0,0,0,0,0,0,0,0
"Filifactor",0,0,0,0,0,0,4.53857791225417,0,0,0,0,0,0,0,0,0
"Gillisia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59066564651875
"Sinomonas",0,0,0,3.8783425188814,0,0,0,0,0,0,0,0,0,0,0,0
"Sediminibacterium",13.235528623824,14.4076840981857,0,2.65360277607675,0,0,0,0,0,8.54700854700855,0,0,0,8.79971840901091,0,0
"WAL_1855D",0.478392600861107,0,0,1.22473974280465,0,0,0,0,0,0,0,0,0,0,0,0
"HTCC",0,0,0,1.83710961420698,0,0,0,0,0,0,0,0,0,0,0,0
"Balneimonas",6.21910381119439,2.49021700462469,0,0,0,0,0,0,0,5.84795321637427,0,0,0,6.68778599084829,0,0
"B-42",0,0,0,4.49071239028373,0,0,0,0,0,1.79937022042285,0,0,0,0,0,0
"Tepidimicrobium",0,0,0,3.47009593794652,0,0,0,0,0,0,0,0,0,0,0,0
"Afifella",4.62446180832403,1.42298114549982,0,6.12369871402327,0,0,0,0,0,4.49842555105713,0,6.5922920892495,0,4.22386483632524,0,0
"Halorhodospira",0,0,0,2.85772606654419,0,0,0,0,0,0,0,0,0,0,0,0
"A17",0,2.31234436143721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paracoccus",3.82714080688885,2.13447171824973,0,3.47009593794652,15.5807365439094,0,0,16.058394160584,0,4.49842555105713,0,0,0,7.39176346356917,0,0
"Brochothrix",54.6962206984532,55.1405193881181,415.465268676278,56.5421514594815,106.232294617564,1849.8727735369,74.1301059001514,286.131386861314,23.643949930459,21.1426000899685,334.7022587269,15.2129817444219,51.4246004169563,15.8394931362196,30.4568527918782,16.8324407039021
"Candidatus Arthromitus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1813312930375
"Methylobacterium",14.1923138255462,16.364283173248,0,36.7421922841396,0,0,0,8.75912408759126,0,5.39811066126856,0,0,4.864489228631,9.15170714537135,0,0
"Mitsuokella",0,0,0,0,9.91501416430596,0,0,0,0,0,0,0,0,0,0,0
"Thermus",2.87035560516664,0,0,0.612369871402327,0,0,0,0,0,2.24921277552857,0,5.0709939148073,0,1.75994368180218,0,0
"Streptosporangium",0.478392600861107,0,0,8.1649316186977,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Amoebophilus",0.318928400574071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vagococcus",2.39196300430553,0,24.9017038007864,3.47009593794652,130.311614730878,0,0,0,0,0,0,0,0,0,0,0
"GOUTA19",0,0,0,0.408246580934885,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyrobacter",0,0,0,0.612369871402327,0,0,0,0,0,0,0,0,0,0,0,0
"Jeotgalicoccus",0,0,0,3.8783425188814,0,0,0,0,0,0,0,0,0,0,0,0
"Pirellula",0.797321001435178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dermabacter",0,0,0,0.81649316186977,0,0,0,0,0,0,0,0,0,0,0,0
"Methylobacter",0,0,0,4.49071239028373,0,0,0,0,0,3.14889788573999,0,0,0,0,0,6.88599846977812
"Gluconobacter",0,0,0,1.22473974280465,0,0,0,0,0,0,0,0,0,0,0,0
"Dyadobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35577658760521
"Marmoricola",1.27571360229628,1.77872643187478,0,0,0,0,0,0,0,0,0,13.184584178499,0,0,0,0
"Actinoallomurus",6.53803221176846,5.86979722518677,0,7.75668503776281,0,0,0,0,0,5.39811066126856,0,10.1419878296146,16.6782487838777,15.8394931362196,0,0
"Pleomorphomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1522842639594,0
"Leptolyngbya",0,0.355745286374956,0,0.612369871402327,0,0,0,0,0,0,0,0,0,0.703977472720873,0,0
"Sorangium",0,0,0,0,0,0,0,0,0,0,0,2.53549695740365,0,0,0,0
"Nitrosospira",0,0,0,14.288630332721,0,0,0,0,0,0,0,0,0,0,0,0
"Proteiniborus",0,0,0,0.612369871402327,0,0,0,0,0,0,0,0,0,0,0,0
"Shewanella",0,0,0,3.06184935701164,0,0,0,20.4379562043796,0,0,0,0,0,0,0,22.9533282325937
"Nostocoida",0,6.58128779793668,0,0,0,0,0,0,0,4.04858299595142,0,0,0,0,0,0
"Anaeroplasma",0.478392600861107,0,0,0,0,0,0,5.83941605839417,0,0,0,0,0,0.703977472720873,0,0
"Aeromicrobium",7.97321001435178,5.86979722518677,0,4.49071239028373,0,0,0,0,0,8.09716599190284,0,0,0,5.98380851812742,0,0
"Marinobacter",0,0,0,1.83710961420698,0,0,0,0,0,0,0,0,0,0,0,0
"Rubellimicrobium",0,2.13447171824973,0,0,0,21.6284987277354,0,5.83941605839417,0,0,0,0,0,0,0,0
"Cryocola",3.18928400574071,5.15830665243686,0,0,0,0,0,0,0,0,0,0,0,0,0,18.362662586075
"Methylocaldum",0,0,0,1.4288630332721,0,0,0,5.83941605839417,0,0,0,5.57809330628803,0,0,0,12.2417750573833
"Lysinibacillus",0,6.04766986837425,0,7.55256174729537,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus",4.14606920746292,0,0,0,0,0,0,0,0,2.69905533063428,0,0,0,2.46392115452306,0,0
"Sulfuritalea",0,0,0,9.38967136150235,0,0,0,0,0,0,0,0,0,0,0,0
"Tsukamurella",2.07303460373146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Exiguobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7719969395562
"Inquilinus",0,0,0,0.612369871402327,0,0,0,0,0,0,0,3.54969574036511,0,0,0,0
"Alcaligenes",0.637856801148142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phyllobacterium",9.4083878169351,8.89363215937389,47.1821756225427,43.0700142886303,89.2351274787537,0,40.8472012102875,43.7956204379563,76.4951321279556,14.8448043184885,57.4948665297743,8.62068965517242,0,5.63181978176698,0,0
"Bibersteinia",0,0,0,0,0,0,0,0,0,0,0,3.54969574036511,0,0,0,0
"Propionibacterium",4.464997608037,1.77872643187478,9.17431192660552,2.65360277607675,18.4135977337111,21.6284987277354,9.07715582450833,11.6788321167883,0,3.59874044084571,6.16016427104724,24.3407707910751,4.16956219596943,4.22386483632524,6.76818950930627,6.88599846977812
"Thermobispora",0.956785201722213,0,0,10.4102878138396,0,0,0,10.2189781021898,0,0,0,0,0,0,0,0
"Vibrio",0,0,0,8.36905490916514,0,0,0,0,0,0,0,0,0,0,0,0
"Rubritalea",0,0,0,0.612369871402327,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsella",0,0,0,0,0,0,0,0,0,0.899685110211426,0,0,0,0,0,0
"Rhodococcus",0,0,0,8.57317819963258,0,10.1781170483461,0,0,0,0,0,0,0,0,0,0
"Leptotrichia",0,0,0,0,0,0,0,0,0,0,0,1.52129817444219,0,0,0,0
"Treponema",0,0.889363215937389,0,0.408246580934885,4.24929178470256,0,0,1.45985401459854,0,0,0,1.01419878296146,0,0,0,0
"Ralstonia",0,1.77872643187478,0,37.7628087364768,14.1643059490085,0,0,0,0,0,0,0,0,0,10.1522842639594,9.94644223412396
"Couchioplanes",0,0,0,16.3298632373954,0,0,0,0,0,0,47.2279260780289,21.2981744421907,0,0,0,0
"Planomicrobium",0,3.2017075773746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Conexibacter",11.3219582203795,3.91319815012451,0,4.89895897121862,0,0,0,0,0,0,0,0,0,0,0,0
"Ureibacillus",0,0,0,4.28658909981629,0,0,0,0,0,0,0,0,0,0,0,0
"Dermacoccus",20.7303460373146,16.008537886873,0,1.22473974280465,0,0,0,0,0,19.7930724246514,0,0,0,17.5994368180218,0,0
"Alistipes",0,0,0,1.02061645233721,5.66572237960341,0,0,0,0,0,0,0,0,0,0,9.94644223412396
"Rickettsia",0,0,0,0,0,0,0,0,0,0,0,0,1.38985406532314,0,0,3.82555470543229
"Hyphomonas",0,0,0,0,0,7.63358778625955,0,0,0,0,0,0,0,0,0,0
"Mogibacterium",0,0,0,1.02061645233721,0,0,0,0,0,0,0,3.54969574036511,0,0,0,0
"Prosthecobacter",0,0,0,0,0,0,0,0,0,0,0,2.53549695740365,0,0,0,3.06044376434583
"Frigoribacterium",0,0,0,0,0,0,0,0,0,0,0,13.6916835699797,4.864489228631,1.05596620908131,0,0
"JG37-AG-70",1.27571360229628,4.26894343649947,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Succiniclasticum",0,0,0,0,0,0,0,0,0,0,0,0,0,3.16789862724393,6.76818950930627,0
"Dietzia",0,0,0,1.83710961420698,0,0,0,0,0,0,0,0,0,0,0,0
"Syntrophobacter",0,0,0,4.08246580934885,0,0,0,0,0,0,0,0,0,0,0,0
"Catonella",0,0,0,0.81649316186977,0,0,0,0,0,0,0,0,0,0,0,0
"Moryella",0,0,0,0,0,0,0,0,0,0,0,2.02839756592292,0,0,0,0
"Gemmatimonas",0,0,0,0,0,0,9.07715582450833,0,0,0,0,6.08519269776877,0,0,0,0
"Rudaea",0,0,0,0,0,0,0,0,0,0,0,4.56389452332657,0,0,0,0
"Odoribacter",0,0,0,0.408246580934885,0,0,0,0,0,0,0,0,0,0,0,1.53022188217292
"Ammoniphilus",0,1.95659907506226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smithella",0,0,0,1.02061645233721,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoalteromonas",0,0,0,0,0,7.63358778625955,0,5.83941605839417,0,0,16.4271047227926,0,0,0,0,0
"Aggregatibacter",0,0,0,2.24535619514187,9.91501416430596,10.1781170483461,0,37.9562043795621,0,0,0,36.5111561866126,0,0,0,0
"Kingella",0,0,0,0,0,0,0,13.1386861313869,0,0,0,0,0,0,0,0
"Cystobacter",0,0,0,0,0,0,0,0,8.34492350486788,0,0,0,0,0,0,0
"Solimonas",0,0,0,1.22473974280465,0,0,0,0,0,0,0,0,0,0,0,0
"Curtobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,5.63181978176698,0,0
"Salinispora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7719969395562
"Chondromyces",0,0,0,1.22473974280465,0,0,0,0,0,0,0,0,0,0,0,0
"Pilimelia",0,0,0,2.44947948560931,0,0,0,0,0,0,0,0,0,0,0,0
"CF231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76818950930627,0
"Ochrobactrum",0,0,0,1.63298632373954,0,0,0,0,0,0,0,0,0,0,0,0
"Sporomusa",0,0,0,0.612369871402327,0,0,0,0,0,0,0,0,0,0,0,0
"Sporocytophaga",0,1.24510850231234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mycoplasma",0,0,3.93184796854522,0.612369871402327,0,0,0,0,0,0,18.4804928131417,0,2.08478109798471,0,0,0
"Ecksteinia",0,1.06723585912487,0,0,0,0,22.6928895612708,0,0,0,0,0,0,0,0,0
"Candidatus Methylomirabilis",0,0,0,0.408246580934885,0,0,0,0,0,0,0,0,0,0,0,0
"Dactylosporangium",0,0,0,7.96080832823025,0,0,0,0,0,0,0,0,0,0,0,0
"Rugosimonospora",0,0,0,6.53194529495816,0,0,0,0,0,0,0,0,0,0,0,0
"Rubricoccus",0.797321001435178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pullulanibacillus",2.55142720459257,1.77872643187478,0,0,0,0,0,0,0,4.49842555105713,0,0,0,5.63181978176698,0,0
"Methylophaga",0,0,0,0,0,0,0,8.75912408759126,0,0,0,0,0,0,0,0
"Fusobacterium",0,0,0,0,0,0,0,0,0,0,0,1.01419878296146,0,0,0,0
"Gaiella",0,1.42298114549982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morganella",2.2324988040185,0,31.4547837483618,2.85772606654419,2.8328611898017,0,0,23.3576642335767,0,0,12.3203285420945,0,0,0,0,0
"Oceanobacillus",0,0,0,0,0,0,0,0,0,0,0,3.54969574036511,0,0,0,0
"Anoxybacillus",0,3.37958022056208,27.5229357798165,15.9216166564605,0,0,0,0,57.0236439499305,12.1457489878543,0,11.6632860040568,0,0,30.4568527918782,39.0206579954094
"Phycicoccus",0,3.73532550693703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FFCH10602",0.797321001435178,0,0,0,0,0,0,0,0,1.79937022042285,0,0,0,0,0,0
"Aerococcus",0,0,0,0,11.3314447592068,0,0,0,0,0,0,0,6.25434329395414,0,0,34.4299923488906
"Ramlibacter",0,0,0,1.02061645233721,0,0,0,0,0,0,0,0,0,0,0,0
"Achromobacter",7.49481741349067,5.33617929562433,19.6592398427261,55.7256582976118,8.49858356940511,7.63358778625955,0,8.75912408759126,0,4.49842555105713,0,20.7910750507099,0,0,0,11.4766641162969
"Synechococcus",0,0,0,0,0,0,0,0,0,0,0,1.52129817444219,0,0,0,0
"Rickettsiella",0.797321001435178,0.711490572749911,0,0,0,2.54452926208652,0,0,0,2.69905533063428,0,0,0,0,0,0
"Methanobrevibacter",0,0,0,0.612369871402327,0,0,0,0,0,0,0,0,0,0,0,0
"Chloronema",0,0,0,0.612369871402327,0,0,0,0,0,0,0,0,0,0,0,0
"Geobacillus",1.91357040344443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88599846977812
"Glaciecola",0,0,0,0.612369871402327,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudofulvimonas",0,0,0,0.81649316186977,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerovibrio",0,0,10.4849279161206,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hydrocarboniphaga",0,0,0,0.81649316186977,0,0,0,0,0,0,0,0,0,0,0,0
"Robinsoniella",0,0,0,2.24535619514187,0,0,0,0,0,0,0,0,0,0,0,0
"Acidiphilium",0.637856801148142,0,0,8.77730149010002,0,0,0,0,4.17246175243394,0,0,0,0,0,0,0
"Polaromonas",0,0,0,0,36.8271954674222,0,0,0,0,0,0,0,0,0,0,0
"Cupriavidus",3.18928400574071,0,11.7955439056357,0,0,0,0,26.2773722627738,0,0,0,0,0,6.33579725448786,0,0
"Akkermansia",3.50821240631478,2.84596229099964,6.55307994757537,52.8679322310676,0,7.63358778625955,0,17.5182481751825,4.17246175243394,0,0,4.05679513184584,0,1.40795494544175,0,0
"RFN20",0,0,0,0,0,0,0,2.91970802919708,0,0,0,0,0,0,0,0
"Brevibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59066564651875
"Aquabacterium",0,0,0,0,0,0,0,0,0,0,0,14.7058823529412,0,0,0,0
"Parvimonas",0,0.533617929562433,3.93184796854522,6.12369871402327,0,0,0,0,0,0,0,0,0,0,0,0
"AF12",0,0,0,2.44947948560931,0,0,0,0,0,0,0,0,0,0,0,0
"Paraeggerthella",0,0,0,1.22473974280465,0,0,0,0,0,0,0,0,0,0,0,0
"Alkanibacter",0,0,0,0.81649316186977,0,0,0,0,0,0,0,0,0,0,0,0
"Legionella",1.59464200287036,0,0,1.4288630332721,0,0,0,0,0,0,0,0,0,2.81590989088349,0,0
"Anaerococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0673297628156
"Turneriella",0,0,0,1.4288630332721,0,0,0,0,0,0,0,0,0,0,0,0
"Algoriphagus",0,0,0,0,0,0,0,0,0,0,0,2.53549695740365,0,0,0,0
"Salinicoccus",0,0,0,0,0,0,0,17.5182481751825,0,0,0,0,0,0,0,0
"Rummeliibacillus",5.42178280975921,0,0,1.4288630332721,0,0,0,0,0,0,0,0,0,9.15170714537135,0,0
"Acidopila",0,0,0,0.612369871402327,0,0,0,0,0,0,0,0,0,0,0,0
"Helicobacter",1.27571360229628,0,0,4.69483568075117,0,0,0,0,0,0,0,0,0,0,0,2.29533282325937
"Duganella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65110941086458
"Xanthomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88599846977812
"Solibacillus",0,0,0,3.26597264747908,0,0,0,0,0,0,0,0,0,0,0,0
"TG5",0,0,0,0,0,0,3.02571860816945,0,0,0,0,5.57809330628803,0,0,0,0
"Tissierella_Soehngenia",0.797321001435178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
