"Order","FC_112","FC_113","FC_122","FC_123","FC_133","FC_134","FC_142","FC_143","FC_161","FC_162","FC_172","FC_177","FC_181","FC_186","FC_195","FC_199"
"[Chthoniobacterales]",859.512039547122,1111.70401992174,60.2883355176934,97.9791794243723,0,0,0,0,16.6898470097358,98.9653621232569,0,16.2271805273834,36.8311327310633,218.936994016192,27.0727580372251,49.7322111706198
"Deinococcales",4.30553340774996,3.02383493418712,0,6.53194529495816,0,0,0,0,0,4.49842555105713,4.10677618069816,0,0,2.11193241816262,0,0
"PK29",3.18928400574071,0,0,1.02061645233721,0,0,0,0,0,0,0,0,0,1.05596620908131,0,0
"RF39",5.42178280975921,5.33617929562433,18.348623853211,10.614411104307,5.66572237960341,0,0,0,0,0,0,0,0,0,6.76818950930627,14.5371078806427
"[Entotheonellales]",12.4382076223888,33.6179295624333,0,8.36905490916514,0,0,0,5.83941605839417,0,7.19748088169141,0,0,0,5.98380851812742,0,0
"SBR1031",2.2324988040185,3.73532550693703,0,19.5958358848745,0,3.81679389312978,0,13.1386861313869,5.56328233657859,7.19748088169141,0,8.62068965517242,1.38985406532314,4.22386483632524,0,9.94644223412396
"Anaerolineales",0.478392600861107,0,5.24246395806029,3.67421922841396,0,0,0,2.91970802919708,0,0,0,0,0,0,0,0
"Sediment-1",3.34874820602775,2.31234436143721,0,4.49071239028373,4.24929178470256,0,0,4.37956204379563,0,1.34952766531714,0,0,0,2.11193241816262,0,7.65110941086458
"Lactobacillales",14608.6748524956,17722.5186766275,199167.758846658,9383.75178607879,180980.169971672,136358.778625954,181388.80484115,122297.810218978,79475.6606397776,46088.1691408007,134786.447638604,13800.7099391481,96989.5760945101,18925.3783878916,69399.3231810492,92220.351951033
"Thiotrichales",3.82714080688885,1.06723585912487,0,55.5215350071443,21.2464589235128,21.6284987277354,0,24.8175182481752,41.7246175243394,43.1848852901485,45.1745379876798,27.8904665314402,10.4239054899236,3.8718760999648,0,0
"MIZ46",4.9433902088981,2.66808964781217,0,4.08246580934885,0,0,0,0,0,7.19748088169141,0,3.04259634888438,0,2.11193241816262,0,0
"Gemmatales",84.5160261521289,127.356812522234,0,7.34843845682793,0,0,0,11.6788321167883,0,5.39811066126856,0,1.52129817444219,5.55941626129257,8.44772967265048,3.38409475465314,0
"Caulobacterales",50.8690798915643,68.3030949839915,0,32.0473566033884,0,0,0,0,0,31.0391363022942,0,22.8194726166329,28.4920083391244,54.2062653995072,13.5363790186125,6.88599846977812
"Syntrophobacterales",39.0687290703237,33.9736748488083,24.9017038007864,48.9895897121862,15.5807365439094,10.1781170483461,18.1543116490167,14.5985401459854,0,37.3369320737742,14.3737166324436,9.63488843813388,16.6782487838777,34.8468848996832,8.46023688663284,6.88599846977812
"C114",0.637856801148142,0.889363215937389,0,5.3072055521535,0,0,0,0,0,0,0,0,0,0,0,6.12088752869166
"[Marinicellales]",0,0,0,5.71545213308839,0,0,0,0,0,0,0,0,0,0,0,0
"[Pedosphaerales]",36.8362302663052,31.1277125578086,18.348623853211,19.391712594407,0,0,0,0,0,27.8902384165542,0,11.1561866125761,2.77970813064628,26.0471664906723,0,8.41622035195104
"Erysipelotrichales",3.50821240631478,0.889363215937389,3.93184796854522,22.2494386609512,11.3314447592068,10.1781170483461,21.1800302571861,11.6788321167883,0,10.3463787674314,14.3737166324436,14.1987829614605,5.55941626129257,2.11193241816262,0,10.7115531752104
"0319-7L14",37.4740870674534,54.7847741017432,9.17431192660552,12.6556440089814,0,0,0,0,0,18.89338731444,8.21355236139632,0,0,17.5994368180218,0,0
"Cytophagales",8.45160261521288,13.6961935254358,15.7273918741809,44.0906307409675,7.08215297450426,6.36132315521629,0,10.2189781021898,8.34492350486788,20.2429149797571,14.3737166324436,24.8478701825558,0,5.98380851812742,0,8.41622035195104
"Legionellales",33.4874820602775,11.5617218071861,0,18.5752194325373,0,6.36132315521629,0,0,0,46.3337831758885,0,26.369168356998,0,41.8866596268919,0,3.06044376434583
"Cenarchaeales",0,0,9.17431192660552,1.83710961420698,0,0,0,0,0,0,0,0,0,0,0,0
"SC-I-84",57.0881837027587,93.2052650302384,32.7653997378768,26.7401510512349,12.7478753541077,15.2671755725191,0,0,0,31.4889788573999,0,9.12778904665315,15.2883947185546,35.9028511087645,0,38.2555470543229
"Rhodobacterales",7.81374581406474,4.26894343649947,19.6592398427261,48.5813431312513,15.5807365439094,29.262086513995,0,27.7372262773723,0,20.2429149797571,16.4271047227926,18.762677484787,0,9.85568461809222,0,2.29533282325937
"GCA004",0,0,0,2.24535619514187,8.49858356940511,0,0,0,0,0,0,1.01419878296146,0,0,0,0
"JG30-KF-AS9",1.11624940200925,0.711490572749911,0,2.24535619514187,0,0,0,0,0,0,0,0,0,1.05596620908131,0,0
"AKYG885",8.29213841492585,7.64852365706155,0,6.12369871402327,0,0,0,0,2.78164116828929,0,8.21355236139632,0,0,0,0,0
"Dehalococcoidales",0,0,0,0.408246580934885,0,0,0,0,0,0,0,0,0,0,0,0
"Chlamydiales",0,1.77872643187478,3.93184796854522,1.02061645233721,0,0,0,0,0,0,0,6.08519269776877,3.47463516330786,0,0,0
"MND1",3.66767660660182,0,11.7955439056357,35.9256991222699,4.24929178470256,15.2671755725191,0,5.83941605839417,0,9.44669365721998,14.3737166324436,19.7768762677485,0,1.75994368180218,0,25.2486610558531
"Chromatiales",0,1.6008537886873,0,29.3937538273117,0,0,9.07715582450833,0,19.4714881780251,17.9937022042285,30.8008213552362,8.62068965517242,3.47463516330786,0,0,0
"Kiloniellales",0,0.533617929562433,0,1.63298632373954,0,0,0,0,0,0,0,0,0,0,0,0
"Ellin5290",13.8733854249721,14.9413020277481,0,4.28658909981629,0,0,0,0,0,5.39811066126856,0,0,4.864489228631,10.9116508271735,0,0
"Gemmatimonadales",38.1119438686015,42.6894343649947,0,30.6184935701164,0,0,9.07715582450833,14.5985401459854,0,5.84795321637427,0,6.08519269776877,0,5.27983104540655,0,10.7115531752104
"Enterobacteriales",393.717110508691,243.151903237282,2359.10878112713,690.957338232292,2208.21529745043,2506.36132315522,1594.5537065053,2960.58394160584,1222.53129346314,3488.97885739991,3008.2135523614,2984.78701825558,927.727588603197,958.465329109469,9184.43316412861,17684.7742922724
"Rhodocyclales",1.43517780258332,0,0,11.8391508471117,0,0,0,0,0,0,18.4804928131417,6.5922920892495,0,0,0,4.59066564651875
"DS-18",15.3085632275554,4.44681607968695,20.9698558322412,23.065931822821,0,0,0,7.29927007299271,11.1265646731572,8.54700854700855,0,7.60649087221096,0,8.44772967265048,0,0
"Chthonomonadales",5.10285440918514,1.42298114549982,0,0,0,0,0,0,0,0,0,0,4.864489228631,2.11193241816262,0,0
"MVS-40",0.637856801148142,0,0,0.612369871402327,0,0,0,5.83941605839417,0,0,0,2.53549695740365,0,0,0,0
"Verrucomicrobiales",3.98660500717589,2.84596229099964,6.55307994757537,54.5009185548071,0,7.63358778625955,0,23.3576642335767,4.17246175243394,0,0,9.63488843813388,0,1.40795494544175,0,3.06044376434583
"[Fimbriimonadales]",3.18928400574071,6.75916044112416,0,7.96080832823025,2.8328611898017,0,0,5.83941605839417,0,4.49842555105713,0,0,0,2.11193241816262,0,0
"TG3-1",0,0,0,0.612369871402327,0,0,0,0,0,0,0,0,0,0,0,0
"Opitutales",2.71089140487961,0,3.93184796854522,4.49071239028373,0,0,0,0,0,0,0,5.0709939148073,0,0,0,6.12088752869166
"[Rhodothermales]",0.797321001435178,0.711490572749911,0,10.2061645233721,0,2.54452926208652,0,4.37956204379563,4.17246175243394,4.49842555105713,4.10677618069816,2.53549695740365,0,0,0,0
"Micrococcales",31.573911656833,41.0885805763074,0,8.57317819963258,0,0,0,0,0,0,0,0,0,27.4551214361141,0,0
"GIF10",0,0,0,0.408246580934885,0,0,0,0,0,0,0,0,0,0,0,0
"Armatimonadales",2.71089140487961,1.42298114549982,0,0,0,0,0,0,0,0,0,1.52129817444219,0,0,0,0
"Ellin6067",6.05963961090735,8.71575951618641,17.038007863696,4.89895897121862,0,0,0,0,0,2.24921277552857,0,5.57809330628803,13.2036136205699,12.3196057726153,0,27.5439938791125
"Sva0853",0,0,0,1.4288630332721,0,0,0,0,0,0,4.10677618069816,0,0,0,0,1.53022188217292
"mle1-48",1.91357040344443,0,0,2.85772606654419,0,0,0,0,0,0,0,4.05679513184584,0,0,0,0
"Vibrionales",290.065380322118,194.948416933476,424.639580602884,134.721371708512,2335.6940509915,2273.5368956743,6178.51739788201,8427.73722627739,108461.752433936,4480.4318488529,14591.3757700206,1911.76470588235,2521.89020152884,31318.1978176698,215174.280879865,34.4299923488906
"Aeromonadales",11.1624940200925,6.22554251156172,52.4246395806029,20.8205756276791,0,26.7175572519084,25.7186081694403,48.1751824817519,4.17246175243394,54.880791722897,55.4414784394252,48.6815415821501,12.5086865879083,30.623020063358,21.9966159052454,112.471308339709
"agg27",5.42178280975921,0,0,0,0,0,0,0,0,2.69905533063428,0,0,0,5.27983104540655,0,0
"N1423WL",119.757614415564,192.636072572038,96.9855832241155,50.0102061645234,0,0,0,0,6.95410292072324,97.6158344579398,10.2669404517454,0,0,74.973600844773,5.0761421319797,15.3022188217292
"B07_WMSP1",21.0492744378887,27.3923870508716,0,5.3072055521535,0,0,0,0,0,13.9451192082771,0,8.11359026369169,16.6782487838777,18.3034142907427,0,0
"Rickettsiales",3.50821240631478,5.33617929562433,7.86369593709044,3.06184935701164,0,0,0,4.37956204379563,0,2.24921277552857,0,1.52129817444219,1.38985406532314,2.46392115452306,0,7.65110941086458
"Desulfuromonadales",2.71089140487961,0,14.4167758846658,23.6783016942233,11.3314447592068,5.08905852417304,0,11.6788321167883,0,0,0,6.08519269776877,3.47463516330786,0,0,0
"Coriobacteriales",0,0,0,3.67421922841396,8.49858356940511,11.4503816793893,19.6671709531014,11.6788321167883,0,0.899685110211426,0,69.9797160243408,0,0,0,12.2417750573833
"E2",0,0,0,1.02061645233721,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacteriales",0,0,0,2.44947948560931,0,0,0,27.7372262773723,0,0,0,2.53549695740365,0,0,0,0
"Holophagales",1.59464200287036,0,0,2.85772606654419,0,0,0,0,0,2.69905533063428,0,3.04259634888438,0,2.81590989088349,0,0
"JG30-KF-CM45",4.62446180832403,6.93703308431163,0,8.77730149010002,0,0,0,0,0,6.7476383265857,0,5.57809330628803,0,1.75994368180218,0,4.59066564651875
"LD1-PA13",1.11624940200925,0,0,0,0,0,0,0,0,0,0,2.02839756592292,0,1.75994368180218,0,0
"HTCC2188",0,0,0,0,0,7.63358778625955,0,0,5.56328233657859,0,0,6.08519269776876,0,0,0,0
"Desulfovibrionales",2.2324988040185,2.66808964781217,7.86369593709044,34.9050826699326,0,0,0,7.29927007299271,6.95410292072324,3.14889788573999,4.10677618069816,6.08519269776877,4.16956219596943,1.05596620908131,0,32.8997704667177
"Synergistales",0.478392600861107,0,0,0,0,0,3.02571860816945,0,0,0,0,5.57809330628803,0,1.05596620908131,0,0
"SHA-98",0,0,5.24246395806029,1.4288630332721,0,0,0,0,0,0,0,0,0,0,0,0
"WCHB1-41",0,0,0,0,0,0,0,0,0,1.34952766531714,0,1.52129817444219,0,0,0,0
"DS-100",2.87035560516664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59066564651875
"[Roseiflexales]",6.37856801148142,2.84596229099964,0,0,0,0,0,0,0,1.79937022042285,0,0,0,1.40795494544175,0,0
"Hydrogenophilales",0,0,5.24246395806029,4.49071239028373,0,0,0,0,0,0,0,5.57809330628803,0,0,0,0
"Nitrosomonadales",62.669430712805,59.0537175382426,40.6290956749673,94.9173300673607,15.5807365439094,0,0,0,68.1502086230877,112.910481331534,90.3490759753595,14.7058823529412,0,55.9662090813094,0,0
"A21b",7.01642481262957,5.86979722518677,0,3.26597264747908,0,0,0,10.2189781021898,0,8.99685110211426,0,8.62068965517242,21.5427380125087,14.0795494544175,0,0
"Desulfobacterales",0,0.533617929562433,15.7273918741809,4.08246580934885,14.1643059490085,0,0,11.6788321167883,0,0,10.2669404517454,5.07099391480731,0,1.40795494544175,0,0
"BD7-3",3.50821240631478,2.84596229099964,0,0.81649316186977,0,0,0,0,2.78164116828929,2.24921277552857,0,2.02839756592292,0,2.81590989088349,0,0
"Bdellovibrionales",1.27571360229628,0.533617929562433,0,3.8783425188814,0,0,0,0,0,0,0,0,0,0,0,2.29533282325937
"AKYG1722",0.797321001435178,0,0,2.85772606654419,0,0,0,0,0,2.24921277552857,0,0,0,0,0,0
"Sva0725",3.98660500717589,0,0,8.1649316186977,7.08215297450426,0,0,0,0,7.64732343679712,0,4.56389452332657,0,0,0,12.2417750573833
"CCU21",3.66767660660182,2.66808964781217,6.55307994757537,3.87834251888141,0,5.08905852417304,0,0,0,2.69905533063428,0,0,0,3.16789862724393,0,0
"SJA-22",0,0,0,0.81649316186977,0,0,0,0,0,0,0,0,0,0,0,0
"Methylococcales",1.59464200287036,0,0,8.57317819963258,0,0,0,5.83941605839417,0,5.84795321637427,0,5.57809330628803,0,1.40795494544175,0,19.1277735271615
"Oceanospirillales",0.478392600861107,0,0,2.65360277607675,18.4135977337111,12.7226463104326,21.1800302571861,45.2554744525548,15.2990264255911,3.14889788573999,57.4948665297743,0,0,0,11.844331641286,0
"Spirobacillales",4.464997608037,2.84596229099964,0,1.63298632373954,0,0,0,0,2.78164116828929,3.59874044084571,0,0,0,3.51988736360437,0,0
"Bifidobacteriales",5.58124701004625,2.13447171824973,11.7955439056357,6.94019187589304,0,10.1781170483461,12.1028744326778,58.3941605839417,8.34492350486788,0,0,4969.06693711968,18.7630298818624,13.0235832453362,16.9204737732657,0
"Flavobacteriales",6.21910381119439,4.44681607968695,0,12.6556440089814,135.977337110482,0,0,0,0,0,0,3.04259634888438,8.33912439193885,2.81590989088349,0,48.9671002295333
"MBNT15",0,0,0,0.81649316186977,0,0,0,0,0,0,0,0,0,0,0,5.35577658760521
"Deferribacterales",0,0,0,0.81649316186977,0,0,0,0,0,0,0,0,0,0,0,3.06044376434583
"Pasteurellales",2.7108914048796,5.51405193881181,0,19.5958358848745,24.0793201133145,33.0788804071247,192.13313161876,93.4306569343067,0,1.79937022042285,0,71.501014198783,0,4.57585357268568,27.0727580372251,7.65110941086458
"mle1-8",0.956785201722213,0.355745286374956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAC88",1.43517780258332,2.49021700462469,3.93184796854522,0.81649316186977,0,0,0,0,0,2.69905533063428,4.10677618069816,0,0,4.57585357268568,0,3.82555470543229
"Ktedonobacterales",4.62446180832403,2.84596229099964,0,3.47009593794652,0,0,0,0,0,1.79937022042285,0,1.01419878296146,0,2.46392115452306,0,0
"RF32",0,0,0,0.408246580934885,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacterales",1.27571360229628,0,0,8.1649316186977,0,0,0,0,0,0,0,0,0,0.703977472720873,0,2.29533282325937
"Phycisphaerales",0.956785201722213,1.24510850231234,6.55307994757537,3.26597264747908,0,0,0,5.83941605839417,0,1.79937022042285,0,0,0,0.703977472720873,0,0
"SJA-15",0,0,0,1.63298632373954,0,0,0,0,0,0,0,3.04259634888438,0,0,0,0
"PHOS-HD29",0,0,3.93184796854522,0.612369871402327,0,0,0,0,0,0,0,3.04259634888438,0,0,0,0
"GAB-B06",0,0,0,0.408246580934885,0,0,0,0,0,0,0,0,0,0,0,0
"CV90",0,0.711490572749911,0,1.02061645233721,0,0,0,0,0,0,0,0,0,0,0,0
"Turicibacterales",5.90017541062032,0,19.6592398427261,35.517452541335,29.7450424929179,35.6234096692112,18.1543116490167,32.1167883211679,40.3337969401948,26.5407107512371,55.4414784394252,10.1419878296146,5.55941626129257,5.27983104540655,13.5363790186125,0
"Brocadiales",0,0.355745286374956,0,1.22473974280465,0,0,6.05143721633889,10.2189781021898,0,0,0,0,0,0,0,0
"Pla1",0,0,0,0.408246580934885,0,0,0,0,0,0,0,0,0,0,0,0
"Sphaerobacterales",0,0,0,1.83710961420698,0,0,0,0,0,0,0,0,0,0,0,0
"Elev-1554",0,0,0,0.408246580934885,0,0,0,0,0,0,0,0,0,1.75994368180218,0,0
"ASSO-13",0,0,0,0,0,0,0,0,0,0,0,11.6632860040568,0,0,0,0
"HOC36",0,0,0,1.22473974280465,0,0,0,0,0,0,0,0,0,0,0,0
"DRC31",0,0,0,0,0,2.54452926208652,3.02571860816945,8.75912408759126,0,0,0,0,0,0,0,0
"Elusimicrobiales",0,0,0,0.81649316186977,0,0,0,0,0,0,0,0,0,0,0,0
"Gemellales",0,0,5.24246395806029,11.2267809757093,14.1643059490085,10.1781170483461,0,0,0,0,0,7.09939148073023,4.16956219596943,0,0,0
"WCHD3-30",0,0,0,0.204123290467442,0,0,0,2.91970802919708,0,0,0,0,0,0,0,0
"CL500-15",0,0.533617929562433,0,0.81649316186977,0,0,0,0,0,0,0,0,0,0,0,0
"MLE1-12",2.39196300430553,0,0,0,0,0,0,0,0,0,0,0,0,4.22386483632524,5.0761421319797,0
"SM1D11",0,0.711490572749911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thermogemmatisporales",0,0,3.93184796854522,0,0,0,0,0,0,0,0,0,0,0,0,3.06044376434583
"AKIW781",0.318928400574071,0.355745286374956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herpetosiphonales",0.318928400574071,0.533617929562433,0,0,0,0,0,0,0,0.899685110211426,0,0,0,1.05596620908131,0,0
"Euzebyales",0,0,0,1.4288630332721,0,0,4.53857791225417,0,0,0,0,3.54969574036511,0,0,0,0
"Planctomycetales",0.637856801148142,0.533617929562433,0,1.22473974280465,0,0,0,0,0,0,0,2.53549695740365,0,0,0,0
"FW68",2.39196300430553,9.78299537531128,5.24246395806029,1.22473974280465,0,0,0,0,0,1.79937022042285,0,7.60649087221096,7.64419735927728,5.27983104540655,0,1.53022188217292
"Spirochaetales",0,0.889363215937389,0,1.4288630332721,4.24929178470256,0,0,1.45985401459854,0,0,0,1.01419878296146,0,0,0,1.53022188217292
"TK10",1.11624940200925,0,0,0,0,0,0,0,0,0.899685110211426,0,3.04259634888438,0,0,0,0
"MSBL9",0,0,0,0.612369871402327,0,0,0,0,0,0,0,0,0,0,0,0
"258ds10",0,0,0,0.81649316186977,0,0,0,0,0,0,0,0,0,0.703977472720873,0,0
"WCHB1-50",0.797321001435178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YS2",0,0,0,1.02061645233721,0,0,0,0,0,0,0,0,0,0,0,0
"A31",0,0,0,2.85772606654419,0,0,3.02571860816945,0,0,0,0,0,2.77970813064628,0,0,0
"GW-28",0.956785201722213,0,0,2.04123290467442,0,0,0,0,0,0,0,1.52129817444219,0,0,0,0
"PK329",0,0,0,0.408246580934885,0,0,0,0,0,0,0,0,0,0,0,0
"Ellin7246",0,0.889363215937389,0,0,0,0,0,0,0,1.34952766531714,0,0,0,0,0,0
"Thermales",2.87035560516664,0,0,0.612369871402327,0,0,0,0,0,2.24921277552857,0,5.0709939148073,0,1.75994368180218,0,0
"IIb",1.59464200287036,0,0,0,0,0,0,0,0,0,0,0,0,2.11193241816262,0,0
"32-20",21.2087386381757,21.5225898256848,0,10.4102878138396,0,0,0,0,0,17.5438596491228,0,6.5922920892495,0,23.9352340725097,0,0
"FAC87",1.75410620315739,0,0,0,0,0,0,0,0,1.79937022042285,0,0,0,3.8718760999648,0,0
"Pseudanabaenales",0,0.355745286374956,0,0.612369871402327,0,0,0,0,0,0,0,0,0,0.703977472720873,0,0
"Chloroflexales",0,0,0,1.02061645233721,0,0,0,0,0,0,0,0,0,0,0,0
"B110",0,0,0,0.408246580934885,0,0,0,0,0,0,0,0,0,0,0,0
"Anaeroplasmatales",0.478392600861107,0,0,0,0,0,0,5.83941605839417,0,0,0,0,0,0.703977472720873,0,0
"DTB120",0.956785201722213,0,0,8.98142478056747,0,0,0,0,0,0.899685110211426,0,0,0,0,0,0
"JH-WHS47",1.43517780258332,0,0,1.83710961420698,0,0,0,0,0,2.69905533063428,0,0,0,1.75994368180218,0,0
"Haloplasmatales",0,0,0,2.44947948560931,0,0,0,0,0,0,0,0,0,0,0,0
"CW040",0,0,0,0.408246580934885,0,0,0,0,0,0,0,0,0,0,0,4.59066564651875
"SB-34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41622035195104
"MVP-88",0,0,0,0.612369871402327,0,0,0,0,0,0,0,0,0,0,0,0
