Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
Lactobacillales,TreatmentCONV...TreatmentRWA,-0.215833316795964,-0.968505219160618,0.536838585568691,15.8469673412631,-0.562681469872667,0.573772118930092,0.686477356577074,-6.71058747055598
Neisseriales,TreatmentCONV...TreatmentRWA,-0.0475119028052564,-0.800183805169911,0.705159999559398,11.3950413763489,-0.123864414001393,0.901446375530574,0.924442456539007,-6.85962042137
Vibrionales,TreatmentCONV...TreatmentRWA,2.88688960289131,2.13421770052665,3.63956150525596,11.3926337597185,7.52617487063229,1.12259957632688e-13,1.12821257420851e-11,21.1534165498778
Enterobacteriales,TreatmentCONV...TreatmentRWA,1.29959774118489,0.546925838820237,2.05226964354955,10.8708931966158,3.38807547467013,0.000730019113239491,0.00978225611740918,-1.18868712140648
Pseudomonadales,TreatmentCONV...TreatmentRWA,-0.664351942447677,-1.41702384481233,0.0883199599169775,10.1697941803049,-1.7319778662467,0.083571677873206,0.262467300820538,-5.38327839414423
Clostridiales,TreatmentCONV...TreatmentRWA,1.88780634003954,1.13513443767489,2.6404782424042,9.32177164760304,4.92154622843776,9.96635640987564e-07,4.00647527677001e-05,5.11487422704473
Bacillales,TreatmentCONV...TreatmentRWA,-0.842998837805096,-1.59567074016975,-0.0903269354404415,8.4557038082314,-2.19771364402251,0.0281876304209514,0.122254649562175,-4.47790590517988
Xanthomonadales,TreatmentCONV...TreatmentRWA,-0.0930028029447971,-0.845674705309452,0.659669099419858,7.59378353461752,-0.242460036476792,0.808471148643587,0.864969461299784,-6.83812906631405
Actinomycetales,TreatmentCONV...TreatmentRWA,-0.49786902042605,-1.2505409227907,0.254802881938605,7.46688477148293,-1.29795379312187,0.194588733227305,0.439690190224861,-6.03382120935139
Rhizobiales,TreatmentCONV...TreatmentRWA,0.449576400287207,-0.303095502077447,1.20224830265186,7.4274897380238,1.17205403451595,0.241441670554874,0.480492829520096,-6.18765525457416
Burkholderiales,TreatmentCONV...TreatmentRWA,0.224549596148827,-0.554539122433737,1.00363831473139,7.04305782326924,0.565555454180601,0.571817047351457,0.686477356577074,-6.67498740073182
Solirubrobacterales,TreatmentCONV...TreatmentRWA,-0.116247981993022,-0.895223843035119,0.662727879049076,6.09675025914043,-0.292827092232365,0.769712272728971,0.838752395434482,-6.79085112278291
Sphingomonadales,TreatmentCONV...TreatmentRWA,-0.41437951896457,-1.19335423785184,0.364595199922699,5.78994779931751,-1.04381792658342,0.296810291374779,0.518772770142006,-6.29465821977017
Rhodospirillales,TreatmentCONV...TreatmentRWA,-0.176936808627873,-0.955994753444076,0.602121136188331,5.51666657957086,-0.445654464207262,0.655938886646378,0.753246130719571,-6.73495904899482
Acidobacteriales,TreatmentCONV...TreatmentRWA,1.43709556546817,0.658058900362933,2.2161322305734,5.48426402784397,3.61974172200481,0.000308986695355262,0.00540261254831885,-0.356434788297872
Rubrobacterales,TreatmentCONV...TreatmentRWA,-0.866497108328059,-1.61916901069271,-0.113825205963405,5.32455871572116,-2.25897407217886,0.0240897857195116,0.110046521127769,-4.34284754729653
Bacteroidales,TreatmentCONV...TreatmentRWA,-0.872413864585919,-1.62508576695057,-0.119741962221265,5.15394203288517,-2.27439916575326,0.023143392461717,0.108181904297793,-4.30825532069191
Myxococcales,TreatmentCONV...TreatmentRWA,-0.386395804786759,-1.13906770715141,0.366276097577895,4.88042984233222,-1.00734104733043,0.314003377377807,0.530201607070021,-6.36523484231746
Aeromonadales,TreatmentCONV...TreatmentRWA,0.425948123124784,-0.352968781138532,1.2048650273881,4.46959931845574,1.07303876623632,0.283500680587847,0.506895444462021,-6.26415431397048
[Chthoniobacterales],TreatmentCONV...TreatmentRWA,-2.62758106819154,-3.57098862713113,-1.68417350925196,4.42679361698864,-5.46520686086487,5.77685163599913e-08,2.90286794708956e-06,8.04200286499232
Syntrophobacterales,TreatmentCONV...TreatmentRWA,-0.548706096384085,-1.32776611633003,0.230353923561857,4.04317188594098,-1.38203391335407,0.167255713243937,0.40998046782965,-5.88898822473233
Gaiellales,TreatmentCONV...TreatmentRWA,-0.948762351385793,-1.85879131421423,-0.038733388557351,3.96796341592273,-2.04574764862653,0.0410303713403949,0.152724159989248,-4.61962419629462
Turicibacterales,TreatmentCONV...TreatmentRWA,-0.449386041013465,-1.25338503039039,0.354612948363464,3.77919865439391,-1.09676582044802,0.272995664860923,0.497876930464922,-6.20782622238158
Nitrosomonadales,TreatmentCONV...TreatmentRWA,0.26924576736773,-0.682809634570257,1.22130116930572,3.5735869323984,0.554927817376232,0.579062421634115,0.688707377209806,-6.48402408177099
Acidimicrobiales,TreatmentCONV...TreatmentRWA,0.311736531510109,-0.563349605876942,1.18682266889716,3.55179085433556,0.699015373545468,0.48469748586523,0.649494631059409,-6.477568729864
[Saprospirales],TreatmentCONV...TreatmentRWA,-0.101432283709759,-1.01271344006368,0.809848872644166,3.52392176549081,-0.218410566875181,0.827151745620899,0.869708678631148,-6.65497591199362
iii1-15,TreatmentCONV...TreatmentRWA,-1.18289336226811,-2.15455282135888,-0.211233903177349,3.44510985360274,-2.38880854735429,0.0170791933532696,0.0903399437896629,-3.81234544252318
SC-I-84,TreatmentCONV...TreatmentRWA,-0.575694041538822,-1.47403498008322,0.322646897005581,3.31141863104726,-1.25747794144176,0.208860695744472,0.451408600479988,-5.91383269366026
N1423WL,TreatmentCONV...TreatmentRWA,-2.4123011931481,-3.3820214752784,-1.44258091101781,3.29921467385494,-4.88129308873316,1.21769909053313e-06,4.079291953286e-05,5.08746007729542
