"ID","X.SampleID","City","Treatment","Dilution","Packaging","Lean","Blinded_Store","Store","Raw_paired_reads","QC_filtered_reads","taxa_reads","filtered_taxa_reads","microbiome_raw_mapped_reads","microbiome_CSS_counts","microbiome_domain_Richness","microbiome_domain_Shannon","microbiome_phylum_Richness","microbiome_phylum_Shannon","microbiome_class_Richness","microbiome_class_Shannon","microbiome_order_Richness","microbiome_order_Shannon","microbiome_family_Richness","microbiome_family_Shannon","microbiome_genus_Richness","microbiome_genus_Shannon","microbiome_species_Richness","microbiome_species_Shannon","Level","Value"
"27","FC_123","FC_123","Fort Collins","RWA",NA,"Vacuum",90,"Store4","Sprouts",210004,184008,75558,75204,100804,20576.4441722801,3,0.0063408828162273,39,1.16803103448926,106,1.77336000364961,167,2.22779641385356,207,2.86743015034321,286,2.62989937856384,142,3.08360315914724,"Genus",4.67539104420063
"28","FC_123","FC_123","Fort Collins","RWA",NA,"Vacuum",90,"Store4","Sprouts",210004,184008,75558,75204,100804,20576.4441722801,3,0.0063408828162273,39,1.16803103448926,106,1.77336000364961,167,2.22779641385356,207,2.86743015034321,286,2.62989937856384,142,3.08360315914724,"Species",8.13159028411339
"29","FC_133","FC_133","Fort Collins","RWA",NA,"Vacuum",92,"Store1","King Soopers",212618,198432,30161,30078,183293,259621.813031162,3,0.00178723154684258,13,0.491416104446419,28,0.606330380053041,45,0.666601123403066,70,1.40839483498286,70,1.40018685629306,27,0.42794238904204,"Domain",1.00043450811335
"30","FC_133","FC_133","Fort Collins","RWA",NA,"Vacuum",92,"Store1","King Soopers",212618,198432,30161,30078,183293,259621.813031162,3,0.00178723154684258,13,0.491416104446419,28,0.606330380053041,45,0.666601123403066,70,1.40839483498286,70,1.40018685629306,27,0.42794238904204,"Phylum",1.42188172504241
"31","FC_133","FC_133","Fort Collins","RWA",NA,"Vacuum",92,"Store1","King Soopers",212618,198432,30161,30078,183293,259621.813031162,3,0.00178723154684258,13,0.491416104446419,28,0.606330380053041,45,0.666601123403066,70,1.40839483498286,70,1.40018685629306,27,0.42794238904204,"Class",1.45552358136338
"32","FC_133","FC_133","Fort Collins","RWA",NA,"Vacuum",92,"Store1","King Soopers",212618,198432,30161,30078,183293,259621.813031162,3,0.00178723154684258,13,0.491416104446419,28,0.606330380053041,45,0.666601123403066,70,1.40839483498286,70,1.40018685629306,27,0.42794238904204,"Order",1.46858682408468
"33","FC_133","FC_133","Fort Collins","RWA",NA,"Vacuum",92,"Store1","King Soopers",212618,198432,30161,30078,183293,259621.813031162,3,0.00178723154684258,13,0.491416104446419,28,0.606330380053041,45,0.666601123403066,70,1.40839483498286,70,1.40018685629306,27,0.42794238904204,"Family",3.14798625683671
"34","FC_133","FC_133","Fort Collins","RWA",NA,"Vacuum",92,"Store1","King Soopers",212618,198432,30161,30078,183293,259621.813031162,3,0.00178723154684258,13,0.491416104446419,28,0.606330380053041,45,0.666601123403066,70,1.40839483498286,70,1.40018685629306,27,0.42794238904204,"Genus",3.17760875486279
"35","FC_133","FC_133","Fort Collins","RWA",NA,"Vacuum",92,"Store1","King Soopers",212618,198432,30161,30078,183293,259621.813031162,3,0.00178723154684258,13,0.491416104446419,28,0.606330380053041,45,0.666601123403066,70,1.40839483498286,70,1.40018685629306,27,0.42794238904204,"Species",1.18577289530433
"36","FC_134","FC_134","Fort Collins","RWA",NA,"Vacuum",80,"Store1","King Soopers",219822,198879,19258,18978,157092,199862.595419848,1,0,10,0.290100303305172,24,0.367246940229604,43,0.510852863416499,59,1.20192293399254,53,1.38384291428708,23,1.15339087414588,"Domain",1
"37","FC_134","FC_134","Fort Collins","RWA",NA,"Vacuum",80,"Store1","King Soopers",219822,198879,19258,18978,157092,199862.595419848,1,0,10,0.290100303305172,24,0.367246940229604,43,0.510852863416499,59,1.20192293399254,53,1.38384291428708,23,1.15339087414588,"Phylum",1.17293261515963
"38","FC_134","FC_134","Fort Collins","RWA",NA,"Vacuum",80,"Store1","King Soopers",219822,198879,19258,18978,157092,199862.595419848,1,0,10,0.290100303305172,24,0.367246940229604,43,0.510852863416499,59,1.20192293399254,53,1.38384291428708,23,1.15339087414588,"Class",1.18383581311208
"39","FC_134","FC_134","Fort Collins","RWA",NA,"Vacuum",80,"Store1","King Soopers",219822,198879,19258,18978,157092,199862.595419848,1,0,10,0.290100303305172,24,0.367246940229604,43,0.510852863416499,59,1.20192293399254,53,1.38384291428708,23,1.15339087414588,"Order",1.22249248300049
"40","FC_134","FC_134","Fort Collins","RWA",NA,"Vacuum",80,"Store1","King Soopers",219822,198879,19258,18978,157092,199862.595419848,1,0,10,0.290100303305172,24,0.367246940229604,43,0.510852863416499,59,1.20192293399254,53,1.38384291428708,23,1.15339087414588,"Family",1.96340975799891
"41","FC_134","FC_134","Fort Collins","RWA",NA,"Vacuum",80,"Store1","King Soopers",219822,198879,19258,18978,157092,199862.595419848,1,0,10,0.290100303305172,24,0.367246940229604,43,0.510852863416499,59,1.20192293399254,53,1.38384291428708,23,1.15339087414588,"Genus",2.42453333630317
